participant_id,session_id,event_order_final,event_type,event_time_final,event_source_final,raw_snirf_present,inserted_from_psychopy,repair_confidence,block,trial_idx_in_block,question_id,event_code_raw,event_label_raw,notes,global_analysis_excluded,global_exclusion_reason
PID005,2025-11-12_001,66,question_start,3646.356895,snirf_aligned_psychopy,True,False,high,A4,1,2019.0_CH_64,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,67,answer,3723.501116,snirf_aligned_psychopy,True,False,high,A4,1,2019.0_CH_64,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,68,question_start,3727.908103,snirf_aligned_psychopy,True,False,high,A4,2,2022.0_CH_60,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,69,answer,3807.204285,snirf_aligned_psychopy,True,False,high,A4,2,2022.0_CH_60,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,70,question_start,3811.954215,snirf_aligned_psychopy,True,False,high,A4,3,2021.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,71,answer,3896.839063,snirf_aligned_psychopy,True,False,high,A4,3,2021.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,72,block_end,4061.786075,snirf_aligned_psychopy,True,False,high,A4,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,73,block_start,4064.053951,snirf_aligned_psychopy,True,False,high,A5,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,74,question_start,4068.616324,snirf_aligned_psychopy,True,False,high,A5,1,2021.0_CH_86,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,75,answer,4133.068344,snirf_aligned_psychopy,True,False,high,A5,1,2021.0_CH_86,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,76,question_start,4137.887118,snirf_aligned_psychopy,True,False,high,A5,2,2022.0_CH_71,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,77,answer,4221.187636,snirf_aligned_psychopy,True,False,high,A5,2,2022.0_CH_71,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,78,question_start,4225.927326,snirf_aligned_psychopy,True,False,high,A5,3,2022.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,79,answer,4304.974187,snirf_aligned_psychopy,True,False,high,A5,3,2022.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID005,2025-11-12_001,80,block_end,4484.068992,snirf_aligned_psychopy,True,False,high,A5,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,False,
PID006,2025-11-12_003,1,block_start,264.803124,snirf_aligned_psychopy,True,False,high,C1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,2,question_start,269.353394,snirf_aligned_psychopy,True,False,high,C1,1,2017.0_CH_68,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,3,answer,345.60021,snirf_aligned_psychopy,True,False,high,C1,1,2017.0_CH_68,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,4,question_start,349.51902,snirf_aligned_psychopy,True,False,high,C1,2,2020.0_CH_84,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,5,answer,402.389401,snirf_aligned_psychopy,True,False,high,C1,2,2020.0_CH_84,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,6,question_start,406.733647,snirf_aligned_psychopy,True,False,high,C1,3,2020.0_CH_82,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,7,answer,456.164369,snirf_aligned_psychopy,True,False,high,C1,3,2020.0_CH_82,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,8,block_end,684.817605,snirf_aligned_psychopy,True,False,high,C1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,9,block_start,687.170672,snirf_aligned_psychopy,True,False,high,C2,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,10,question_start,690.244316,snirf_aligned_psychopy,True,False,high,C2,1,2017.0_CH_75,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,11,answer,795.944984,snirf_aligned_psychopy,True,False,high,C2,1,2017.0_CH_75,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,12,question_start,799.886569,snirf_aligned_psychopy,True,False,high,C2,2,2021.0_LC_26,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,13,answer,940.105035,snirf_aligned_psychopy,True,False,high,C2,2,2021.0_LC_26,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,14,question_start,945.286794,snirf_aligned_psychopy,True,False,high,C2,3,2020.0_CH_78,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,15,answer,988.347585,snirf_aligned_psychopy,True,False,high,C2,3,2020.0_CH_78,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,16,block_end,1107.184143,snirf_aligned_psychopy,True,False,high,C2,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,17,block_start,1110.518871,snirf_aligned_psychopy,True,False,high,C3,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,18,question_start,1114.762019,snirf_aligned_psychopy,True,False,high,C3,1,2017.0_CH_69,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,19,answer,1194.481263,snirf_aligned_psychopy,True,False,high,C3,1,2017.0_CH_69,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,20,question_start,1198.884784,snirf_aligned_psychopy,True,False,high,C3,2,2020.0_CH_70,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,21,answer,1275.734101,snirf_aligned_psychopy,True,False,high,C3,2,2020.0_CH_70,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,22,question_start,1280.288331,snirf_aligned_psychopy,True,False,high,C3,3,2021.0_CH_46,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,23,answer,1327.825837,snirf_aligned_psychopy,True,False,high,C3,3,2021.0_CH_46,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,24,block_end,1530.533558,snirf_aligned_psychopy,True,False,high,C3,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,25,block_start,1533.617668,snirf_aligned_psychopy,True,False,high,C4,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,26,question_start,1537.449553,snirf_aligned_psychopy,True,False,high,C4,1,2018.0_CH_77,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,27,answer,1625.895519,snirf_aligned_psychopy,True,False,high,C4,1,2018.0_CH_77,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,28,question_start,1629.651504,snirf_aligned_psychopy,True,False,high,C4,2,2021.0_CH_76,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,29,answer,1723.879684,snirf_aligned_psychopy,True,False,high,C4,2,2021.0_CH_76,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,30,question_start,1727.83343,snirf_aligned_psychopy,True,False,high,C4,3,2020.0_CH_59,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,31,answer,1809.833634,snirf_aligned_psychopy,True,False,high,C4,3,2020.0_CH_59,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,32,block_end,1953.633355,snirf_aligned_psychopy,True,False,high,C4,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,33,block_start,1954.918171,snirf_aligned_psychopy,True,False,high,C5,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,34,question_start,1958.020208,snirf_aligned_psychopy,True,False,high,C5,1,2018.0_LC_44,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,35,answer,2013.517748,snirf_aligned_psychopy,True,False,high,C5,1,2018.0_LC_44,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,36,question_start,2017.947775,snirf_aligned_psychopy,True,False,high,C5,2,2020.0_CH_56,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,37,answer,2077.691387,snirf_aligned_psychopy,True,False,high,C5,2,2020.0_CH_56,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,38,question_start,2081.960017,snirf_aligned_psychopy,True,False,high,C5,3,2017.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,39,answer,2177.308691,snirf_aligned_psychopy,True,False,high,C5,3,2017.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,40,block_end,2374.933031,snirf_aligned_psychopy,True,False,high,C5,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,41,block_start,2378.434178,snirf_aligned_psychopy,True,False,high,A1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,42,question_start,2382.257059,snirf_aligned_psychopy,True,False,high,A1,1,2020.0_LC_31,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,43,answer,2453.598785,snirf_aligned_psychopy,True,False,high,A1,1,2020.0_LC_31,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,44,question_start,2458.054383,snirf_aligned_psychopy,True,False,high,A1,2,2019.0_CH_65,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,45,answer,2553.282325,snirf_aligned_psychopy,True,False,high,A1,2,2019.0_CH_65,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,46,question_start,2558.352038,snirf_aligned_psychopy,True,False,high,A1,3,2021.0_CH_57,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,47,answer,2622.621362,snirf_aligned_psychopy,True,False,high,A1,3,2021.0_CH_57,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,48,block_end,2798.449451,snirf_aligned_psychopy,True,False,high,A1,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,49,block_start,2799.58355,snirf_aligned_psychopy,True,False,high,A2,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,50,question_start,2803.730333,snirf_aligned_psychopy,True,False,high,A2,1,2020.0_CH_76,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,51,answer,2919.540457,snirf_aligned_psychopy,True,False,high,A2,1,2020.0_CH_76,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,52,question_start,2924.396078,snirf_aligned_psychopy,True,False,high,A2,2,2022.0_CH_60,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,53,answer,2971.899346,snirf_aligned_psychopy,True,False,high,A2,2,2022.0_CH_60,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,54,question_start,2977.03827,snirf_aligned_psychopy,True,False,high,A2,3,2022.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,55,answer,3138.539,snirf_aligned_psychopy,True,False,high,A2,3,2022.0_CH_47,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,56,block_end,3219.599339,snirf_aligned_psychopy,True,False,high,A2,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,57,block_start,3222.234227,snirf_aligned_psychopy,True,False,high,A3,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,58,question_start,3227.253289,snirf_aligned_psychopy,True,False,high,A3,1,2022.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,59,answer,3297.614385,snirf_aligned_psychopy,True,False,high,A3,1,2022.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,60,question_start,3301.848808,snirf_aligned_psychopy,True,False,high,A3,2,2021.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,61,answer,3350.221925,snirf_aligned_psychopy,True,False,high,A3,2,2021.0_CH_51,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,62,question_start,3355.741487,snirf_aligned_psychopy,True,False,high,A3,3,2019.0_CH_64,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,63,answer,3411.579345,snirf_aligned_psychopy,True,False,high,A3,3,2019.0_CH_64,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,64,block_end,3642.24892,snirf_aligned_psychopy,True,False,high,A3,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,65,block_start,3644.832984,snirf_aligned_psychopy,True,False,high,A4,-1,,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,66,question_start,3649.212559,snirf_aligned_psychopy,True,False,high,A4,1,2019.0_CH_56,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,67,answer,3794.868558,snirf_aligned_psychopy,True,False,high,A4,1,2019.0_CH_56,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
PID006,2025-11-12_003,68,question_start,3799.151668,snirf_aligned_psychopy,True,False,high,A4,2,2020.0_CH_77,12,12,Aligned from ambiguous raw code 12 using expected-sequence shift=1,True,Global downstream exclusion after Step 3 review: Excluded from Step 1 and Step 2 summaries and from future downstream analyses after Step 3 documented session 2025-11-12_002 as an implausibly short 10.420224 second recording with no paired PsychoPy log.
